ID1,ID2,EdgeType,Score,Annotation
610,701,MS1 annotation,3,[M-2H2O+H]+ [2M+K]+ dm/z=569.7572
610,665,MS1 annotation,2,[M+K]+ [M+Na]+ dm/z=15.9738
615,638,MS1 annotation,2,[M-2H2O+H]+ [2M+K]+ dm/z=553.7834
615,675,MS1 annotation,2,[M+K]+ [2M+Na]+ dm/z=471.8199
617,627,MS1 annotation,3,[M-2H2O+H]+ [2M+Na]+ dm/z=353.9129
618,646,MS1 annotation,2,[M+K]+ [M+Na]+ dm/z=15.9740
623,679,MS1 annotation,3,[M+K]+ [M+Na]+ dm/z=15.9739
625,712,MS1 annotation,3,[M+Na]+ [M+K]+ dm/z=15.9739
628,696,MS1 annotation,3,[M+K]+ [M+Na]+ dm/z=15.9739
628,775,MS1 annotation,3,[M-2H2O+H]+ [2M+Na]+ dm/z=385.8606
629,713,MS1 annotation,2,[M+K]+ [M+Na]+ dm/z=15.9737
629,652,MS1 annotation,2,[M+Na]+ [M+K]+ dm/z=15.9740
630,780,MS1 annotation,2,[2M+K]+ [M-2H2O+H]+ dm/z=621.7708
631,706,MS1 annotation,2,[M+Na]+ [M+K]+ dm/z=15.9739
631,641,MS1 annotation,2,[M+K]+ [M+Na]+ dm/z=15.9740
632,714,MS1 annotation,3,[M-2H2O+H]+ [2M+K]+ dm/z=653.7185
632,662,MS1 annotation,3,[M+K]+ [2M+Na]+ dm/z=571.7553
635,742,MS1 annotation,2,[M+Na]+ [M+K]+ dm/z=15.9741
637,670,MS1 annotation,2,[M+K]+ [M+Na]+ dm/z=15.9738
638,701,MS1 annotation,3,[M+K]+ [M+Na]+ dm/z=15.9739
638,708,MS1 annotation,2,[2M+Na]+ [M+K]+ dm/z=389.8569
643,687,MS1 annotation,2,[M+K]+ [M+Na]+ dm/z=15.9738
643,664,MS1 annotation,2,[2M+K]+ [M-2H2O+H]+ dm/z=555.7819
644,715,MS1 annotation,2,[M+K]+ [M+Na]+ dm/z=15.9740
644,666,MS1 annotation,2,[M+Na]+ [M+K]+ dm/z=15.9738
646,650,MS1 annotation,2,[M+K]+ [M+Na]+ dm/z=15.9740
648,668,MS1 annotation,2,[M+Na]+ [M+K]+ dm/z=15.9739
648,700,MS1 annotation,2,[M+K]+ [M+Na]+ dm/z=15.9740
655,693,MS1 annotation,4,[M+Na]+ [2M+K]+ dm/z=355.9111
655,684,MS1 annotation,2,[M+Na]+ [M+K]+ dm/z=15.9739
658,753,MS1 annotation,3,[2M+K]+ [M+Na]+ dm/z=491.8852
660,716,MS1 annotation,2,[M+K]+ [M+Na]+ dm/z=15.9739
660,673,MS1 annotation,2,[M+Na]+ [M+K]+ dm/z=15.9739
662,679,MS1 annotation,3,[M+Na]+ [M+K]+ dm/z=15.9739
664,686,MS1 annotation,2,[M+K]+ [2M+Na]+ dm/z=473.8184
670,766,MS1 annotation,3,[2M+K]+ [M+Na]+ dm/z=643.8346
671,711,MS1 annotation,2,[M+K]+ [M+Na]+ dm/z=15.9739
671,681,MS1 annotation,2,[M+Na]+ [M+K]+ dm/z=15.9739
