"","A1.mzML","A10.mzML","A11.mzML","A12.mzML","A13.mzML","A14.mzML","A15.mzML","A2.mzML","A3.mzML","A4.mzML","A5.mzML","A6.mzML","A7.mzML","A8.mzML","A9.mzML","pooled_QC_1.mzML"
"19002_185.06_5.242",6714.545,88,88,88,88,88,88,4645.0195,3521.915,88,25532.9,88,88,88,88,1391.2966
"17405_185.081_4.812",50734.55,88,88,88,2932.5828,3578.1846,88,40571.547,48615.184,4786.3384,25946.209,88,88,88,490.4025,10013.529
"17717_185.081_4.883",82504.164,88,88,88,1386.997,3329.3357,88,41970.562,79927.664,4229.2705,7139.9473,88,88,88,490.4025,10013.529
"16698_185.082_4.621",168334.95,227.90721,88,88,5215.5884,2182.8748,376.67645,253772.03,108196.695,34362.51,69684.36,560.8358,275.77148,88,1828.7566,56771.73
"7703_185.082_2.77",66345.71,9490.025,5694.5234,8020.5093,55553.863,39342.766,11212.056,32702.207,31710.545,13809.921,14125.614,213.88504,4955.7866,472.1899,936.2272,43012.414
"18156_185.082_5.022",90335.24,830.65027,92.58876,548.74194,9156.945,10450.516,272.7676,83117.58,46961.21,6492.0884,16431.74,88,97.42021,88,88.5344,25929.934
"8462_185.082_2.907",289652.25,37397.7,16990.994,34611.043,172839.72,184704.12,39877.867,291436.2,245897.02,51751.746,93761.92,1750.4142,17155.766,2391.336,5656.9766,207353.92
"12599_185.082_3.715",83331.625,9077.69,4565.395,9292.784,62429.523,60617.043,17263.26,69781.9,43030.66,13943.378,31119.807,88,3506.4011,131.39613,771.8645,62914.527
"11516_185.082_3.4",52829.773,7979.645,2725.3933,8228.679,52276.332,52589.547,13515.059,58800.945,34168.57,11357.466,52066.77,120.682205,1409.5696,88,302.10394,62807.113
"14018_185.082_4.019",23889.566,1240.1852,963.269,1116.7808,11095.164,8330.592,1879.3925,25558.262,21390.326,105574.734,173349.62,4264.5337,1667.1251,88,672.2057,79327.49
"15703_185.118_4.385",81606.6,994.29193,406.82047,135.9595,5687.3135,10563.925,752.2985,98010.26,89046.945,27246.4,10108.694,88,544.1194,88,240.77795,31230.354
"13455_186.113_3.881",4074.5063,88,88,88,517.79193,1048.4343,88,1896.9756,401.581,88,1091.2139,88,88,88,88,1559.183
"8635_186.113_2.953",441337.06,34824.758,42220.137,34053.965,123959.72,191565.33,57554.195,246494.36,222450.86,53625.85,170830.28,3497.978,82720.07,10282.404,32554.635,282094.28
"2724_186.929_1.083",88,88,88,88,88,88,88,74311.73,88,88,2507.7578,88,546.19666,88,88,88
"1870_186.929_0.898",12005.962,88,88,1404.0469,88,88,88,62469.562,8286.575,3363.1667,15233.84,88,2461.0774,872.17487,88,422.0564
"4959_187.061_1.918",34456.28,1244.334,409.56128,676.17303,4287.5063,5859.7373,206.33762,33207.86,29600.562,10556.567,22127.998,88,1126.1663,88,1071.2831,9998.62
"4666_187.061_1.775",8896.294,88,88,88,1490.6533,2478.3032,88,10827.217,6508.6143,4107.6567,9806.5,88,88,88,88,883.0962
"13716_187.097_3.942",12700000,3358877,2876033,2187407.5,782634.94,1098919.8,151012.94,12700000,8907428,381050.56,756872.5,85755.45,219117.3,98920.66,119519.87,6514157.5
"17721_187.097_4.902",123842.73,8238.017,11557.609,9806.811,20218.596,23216.748,3547.399,130890.266,91460.88,9637.906,20793.256,7679.8257,10582.7295,5032.0015,3149.318,44886.773
"8350_187.097_2.857",91059.78,8789.813,5753.9927,4175.916,39442.387,21458.16,7055.6523,58784.535,79107.39,12933.306,9101.837,6523.769,7732.032,7031.9707,7400.517,33483.2
"12372_187.097_3.663",239476.44,8682.44,6187.675,4393.474,49472.938,40205.883,7208.692,253066.5,258929.7,67338.72,90128.11,6364.2427,15338.578,8519.034,5648.958,134469.92
"11673_187.097_3.537",53214.402,5100.7812,3835.27,7568.3096,10130.973,6592.5454,3690.5618,59999.79,61893.766,9844.542,32946.67,5047.2607,9368.227,1603.7306,5601.885,23605.398
"9010_187.097_3.01",20856.744,7921.312,5936.988,7220.8706,20118.73,18462.975,7624.771,61246.395,32356.572,17526.484,21234.855,6908.218,3392.1624,6828.264,5038.057,26040.223
"10875_187.097_3.337",28595.994,4950.922,3778.56,4482.4634,7823.8926,5474.0576,1011.3882,20421.543,31346.98,22330.885,22248.055,4981.73,7710.484,4263.338,4538.551,17688.186
"14278_187.097_4.042",266523.28,29253.455,20259.188,20732.285,22398.078,28906.943,8952.216,118525.125,162601.58,90172.21,177816.52,15541.006,18481.627,9014.779,7936.592,143696.8
"15530_187.097_4.333",211010.83,17647.295,11233.774,12780.404,12397.69,9300.001,5592.1094,73421.93,114707.836,15312.746,21696.51,2956.031,9329.036,8215.442,8060.6343,41250.32
"15909_187.097_4.375",65764.5,7731.2236,15584.973,6018.638,9147.815,12675.608,4082.219,110020.14,34513.85,21454.025,28040.42,7033.0244,4897.0645,5185.8013,7907.0835,30394.361
"19915_187.134_5.522",54875.617,496.755,1604.9716,837.63464,3530.91,5060.6963,1093.5734,27818.188,15500.39,22096.87,37591.832,88,2643.2185,614.79425,347.62122,15680.946
"21665_187.134_6.083",246974,5861.0796,7642.7456,5354.476,20351.47,41882.03,9207.784,362109.84,305661.8,55052.7,240859.62,2287.7358,3880.9832,1716.9587,5516.6543,146737.6
"23253_187.134_6.582",760263.5,23570.41,24980.277,30477.25,87427.63,90054.97,19770.346,636437.44,478303.97,129899.195,474991.56,6721.7866,29865.49,6965.3745,18863.213,385536.53
"20415_187.134_5.708",53810.33,1099.5336,88,1585.3949,15778.518,9091.003,781.687,27075.66,31846.678,8659.349,15883.435,88,88,88,1977.2688,24760.889
"22615_187.134_6.385",79447.49,88,271.6989,518.20966,2346.3296,3207.4785,88,61865.47,53333.473,3970.0652,15307.577,88,479.85315,88,88,27147.95
"21294_187.134_5.971",23893.217,737.56036,245.85197,900.5565,4679.9087,6005.1196,637.67847,15869.104,14912.738,7319.167,20242.9,88,1250.3988,88,553.9884,15181.533
"16668_187.134_4.595",16398.86,1441.3025,116.13301,789.458,8026.5767,9281.722,3437.3687,14843.413,6943.5767,12419.392,12623.568,88,88,88,143.1735,12660.986
"17205_187.134_4.753",44422.21,3746.7004,2808.3523,3339.9473,6131.179,8191.6865,1717.3846,39416.797,47233.086,7337.046,9610.852,900.1578,1783.291,1163.2374,1733.265,19362.676
"14132_189.055_4.056",16697.828,88,88,88,400.8283,372.04913,88,9231.814,9700.293,2821.1226,4266.21,88,88,88,88,4490.89
"24180_191.017_6.893",70917.52,88,88,88,88,88,88,37366.555,124734.18,88,88,88,88,88,88,88
"19986_191.027_5.555",88,88,88,88,88,88,88,88,88,44689.39,115077.33,88,88,88,88,6791.7627
"21997_191.027_6.168",88,88,88,88,88,88,88,88,88,5880.377,45727.875,88,88,88,88,820.70685
"20914_191.027_5.83",88,88,88,88,88,88,88,88,88,30727.857,40707.64,88,88,88,88,1750.2717
"20411_191.027_5.702",88,88,88,88,88,88,88,88,88,21813.602,137478.17,88,88,88,88,3507.4329
"19592_191.027_5.477",88,88,88,88,88,88,88,88,88,14093.344,180569.17,88,88,88,88,1324.4407
"17651_191.027_4.852",88,88,88,88,88,88,88,88,88,377.4947,32145.23,88,88,88,88,88
"18881_191.027_5.216",88,88,88,88,88,88,88,88,88,24305.85,15710.739,88,88,88,88,11583.481
"18502_191.027_5.107",88,88,88,88,88,88,88,88,88,14174.866,111529.6,88,88,88,88,2869.4575
"21411_191.027_5.999",88,88,88,88,88,88,88,88,88,9773.682,22586.986,138.32843,88,88,88,15838.113
"18100_191.027_5.039",88,88,88,88,88,88,88,88,88,11081.607,30162.531,88,88,88,88,88
"22467_191.027_6.342",88,88,88,88,88,88,88,88,88,7252.7734,38957.836,88,88,88,88,88
"10273_191.034_3.324",62162.52,461.33237,88,334.08035,7084.8325,7855.8066,541.08167,30726.3,50404.383,15280.458,24499.113,88,622.4402,88,1819.8105,25739.498
"12525_191.071_3.71",3899.5303,88,88,88,3392.917,1419.6273,88,12510.169,7909.502,1771.3951,1239.0923,88,88,88,88,4262.214
"15155_191.107_4.27",2565.5974,88,88,88,3814.9727,3092.798,88,1107.5986,2972.3545,732.62524,1538.856,88,88,88,88,3790.1016
"24239_192.115_6.912",73344.54,1302.1685,595.62823,1349.4454,6667.8623,8948.235,1416.5756,18223.076,23936.63,23721.252,82648.445,273.09088,3330.996,158.38657,1287.5105,30625.857
"17642_193.05_4.88",55483.156,814.4071,200.49373,88,5271.504,7847.344,1136.2194,38207.125,40965.812,2568.0923,6759.865,88,88,88,88,16179.276
"16683_193.05_4.593",11012.05,88,37347.953,88,966.69257,3155.8655,88,6801.4907,2207.2864,1251.0325,1444.6859,88,88,88,88,5972.669
"15678_193.05_4.369",174284.5,5539.1587,2463.8474,5428.746,31955.836,41582.22,4387.3477,140700.34,122239.76,51758.867,103491.01,326.5683,5519.2407,855.03253,4106.2256,85288.93
"6331_193.05_2.401",10650.897,88,88,88,2151.0466,1540.7999,88,11228.796,11140.356,3826.76,5180.3555,88,88,88,88,6173.9507
"19238_193.09_5.393",31310.377,88,88,88,88,88,88,18264.164,15414.104,1765.742,5187.767,88,88,88,88,7483.9316
"21843_193.09_6.055",501411.66,14137.584,12405.063,9461.958,20322.803,29567.914,3644.1597,392008.7,279934.22,47834.953,152611.19,1162.7937,8395.04,2117.5698,5111.9067,137571.86
"21549_193.099_6.071",195187.81,88,88,88,743.6729,385.2776,88,450341.94,328912.1,38433.273,2665.651,88,88,88,88,69606.914
"26266_193.159_7.491",47591.664,5106.7354,18396.562,4618.7847,6991.421,7193.965,5484.851,39078.22,34774.344,33568.062,94372.14,5004.134,6682.3516,18410.854,6889.397,37118.133
"25689_194.082_7.326",40247.047,1314.7473,450.26923,1443.5139,2311.5647,3702.1492,963.001,26447.479,21633.174,18869.613,57780.92,752.7732,590.0067,119.10236,4200.4243,22363.225
"20470_195.03_5.726",45694.953,88,115.76081,88,9455.137,9296.53,2043.0433,64093.355,56156.117,88,88,88,88,88,88,22002.672
"15614_195.03_4.356",112214.12,88,88,88,5831.8345,6423.296,88,78638.81,82130.87,3198.6733,9041.498,88,88,88,88,25535.89
"7349_195.03_2.686",162697.62,123.73613,830.37103,88,8364.991,7052.7065,1461.6195,193080.53,125703.234,47076.67,92762.01,2607.48,88,88,9771.148,75988.9
"13311_195.03_3.873",148213.5,244.13776,88,199.3766,17044.754,15513.364,199.5216,123586.72,128341.664,7729.9966,27683.406,88,88,88,88,40679.15
"16941_195.03_4.703",90476.32,684.5754,1188.3986,88,27967.81,42930.07,4832.575,43292.43,63632.18,2277.6292,11375.262,88,88,88,88,20348.066
"10724_195.03_3.338",334033.6,15370.465,24650.367,4976.043,161657.72,134226.22,25630.305,399696.78,309881.12,19168.559,29248.494,88,1561.328,88,2335.0684,127989.555
"10052_195.064_3.212",63572.75,18955.842,17559.035,14227.783,29402.559,34965.496,6207.9917,43640.05,56861.715,13356.105,4125.9854,958.48553,18494.266,3717.9954,6261.1035,45228.848
"7211_195.066_2.627",16166.344,189.71523,88,88,11196.731,10342.756,7907.8457,18327.521,21507.887,3477.4517,5153.2056,88,88,88,88,13738.905
"12150_195.066_3.614",13780.052,88,88,88,28696.986,26986.402,4503.2515,18300.145,10385.634,9512.256,18827.727,88,88,88,88,14586.77
"10668_195.066_3.348",21833.797,88,88,88,9900.104,8753.7,3896.8462,42293.395,5996.063,1502.302,6035.37,88,88,88,88,15068.813
"9460_195.066_3.123",6183.1523,88,88,88,1822.9446,2009.1931,88,4964.0127,8767.727,29776.926,61874.46,130.06094,88,88,88,16206.494
"6101_195.066_2.351",37186.246,88,88,88,5802.136,6027.892,2760.3252,69714.59,5927.9575,3996.7378,4220.462,88,88,88,88,12164.648
"36524_195.085_9.968",359.32294,88,88,88,88,88,88,20721.666,53977.316,88,88,88,88,88,88,88
"14395_195.102_4.08",45126.086,88,88,88,9048.002,5368.3877,663.7499,24642.62,33998.156,18006.932,23256.23,88,88,88,1851.3948,18214.848
"14973_195.102_4.202",47443.574,88,88,88,6192.731,3441.2498,351.79114,36210.855,40020.965,17410.43,34334.46,88,88,88,2511.7666,24298.393
"21118_195.139_5.957",54934.445,88,88,88,11059.974,6231.6035,405.09387,74635.34,49272.55,7708.38,21370.56,88,88,88,88,28893.986
"25775_195.139_7.296",559337.06,17160.113,9794.761,18295.902,87955.8,102582.805,27950.6,392284.3,283493.78,151313.6,670864.3,15232.376,7126.795,6951.72,42776.15,352751.66
"25281_195.139_7.25",103725.69,13106.707,6046.181,12080.74,7065.955,3811.6147,17202.66,78075.24,72143.34,42391.68,169413.28,11049.825,3196.2393,2343.9385,3666.486,54030.58
"24703_195.139_7.045",43594.49,1265.3826,408.9648,763.5839,8978.126,9982.141,1355.2797,44564.184,27657.053,11484.795,19646.139,408.2251,1262.0737,387.16623,1177.4404,30728.908
"1627_196.985_0.858",88,88,88,88,88,88,88,6543.9355,88,88,2608.8694,88,88,88,88,88
"22349_197.009_6.33",88,88,88,88,337.19333,88,88,26391.188,594777.2,88,88,88,88,88,88,88
"5235_197.009_2.041",96326.28,666.43823,143.10751,523.66284,8461.434,7048.393,409.2393,17828.385,26313.98,88,5477.4634,88,88,88,88,10403.115
"7212_197.009_2.694",376250.25,88,88,88,12138.743,11882.466,259.7126,102520.34,224025.34,2731.0535,10158.813,88,88,88,88,67779.8
"22793_197.009_6.444",150418.61,10512.096,11504.37,5224.0356,102104.28,116226.195,25063.727,30863.436,88,88,88,88,88,88,88,152714.69
"21363_197.02_5.992",3677.7947,88,88,141.74304,17168.355,13982.4375,3275.8347,88,512.96295,2961.9658,2662.3232,88,979.0538,88,88,7539.043
"18224_197.027_5.039",88,88,88,88,88,88,88,88,88,24567.393,56497.32,177.29982,88,88,88,9359.481
"26699_197.027_7.577",88,88,88,88,88,88,1334.1111,2556.359,2475.7036,68006.76,30381.883,1622.7651,88,88,88,1689.5984
"19735_197.027_5.504",88,88,88,88,88,88,88,88,88,16164.517,74411.67,211.27802,88,88,88,2703.7715
"8068_197.045_2.833",48697.16,88,88,88,1681.4834,3806.1382,88,54851.53,45076.727,11145.411,33287.906,88,88,88,88,20664.695
"5637_197.045_2.205",180710.75,88,88,88,571.33325,1527.9191,88,244410.56,178698.5,34053.844,127920.84,498.4413,88,88,4435.676,48959.617
"5361_197.045_2.091",47594.11,88,88,88,650.9995,246.9322,88,42229.06,48779.77,7704.713,25762.582,88,88,88,1087.5524,8154.377
"6617_197.045_2.475",22702.81,171.29346,88,247.64117,4207.172,4858.236,292.13257,29535.53,22995.482,12158.603,16192.341,88,88,88,88,4188.9365
"13719_197.082_3.914",10523.664,2032.8302,1107.2865,1678.3352,38915.535,32513.883,4688.1396,8944.936,7255.4224,5626.6743,14432.178,88,104.11853,88,88,22161.059
"15742_197.082_4.367",19627.176,88,88,88,12620.375,14426.954,1642.6486,16254.847,24324.82,1563.3975,9732.954,88,88,88,88,10215.705
"9113_197.082_3.032",22742.85,331.4281,88,88,24553.445,33880.086,6412.6855,29981.432,8994.646,19923.475,36008.78,88,353.04764,88,88,35335.527
"12307_197.118_3.618",9725.845,88,88,88,1749.1545,4038.2651,1385.844,11801.821,9396.36,4557.2437,9561.953,88,88,88,88,1802.4968
"19995_197.118_5.543",52921.21,88,88,88,3850.2742,5228.048,331.01178,66194.7,100122.41,1936.044,3200.7866,88,88,88,88,22275.672
"16922_197.118_4.691",44818.75,389.62097,88,88,4285.8896,4545.1953,88,63016.13,53759.79,1688.0464,6793.4453,88,88,88,88,15319.77
"10515_197.118_3.31",5747.143,88,88,88,8111.421,7829.778,810.17456,3821.1084,4467.8594,2265.9968,4519.4907,88,88,88,88,5870.7817
"20895_197.118_5.861",21592.014,294.31354,88,400.43134,3013.3506,4167.3184,246.29095,24955.963,15842.496,3495.3801,6609.266,88,525.7531,88,88,8820.934
"18620_197.118_5.14",55715.695,332.04688,88,346.47723,10953.194,5465.8003,1104.0536,42127.203,46009.617,5334.224,2630.3855,88,88,88,88,24689.11
"19158_197.118_5.301",137733.28,5658.0586,4941.003,4848.338,19622.514,27991.418,4520.088,132943.89,84177.37,18561.102,35312.93,678.58704,5757.9243,1274.284,3409.469,69735.58
"15278_197.118_4.282",27674.197,1593.9963,1382.9497,1980.9081,8552.707,6802.063,3933.9824,35005.465,25273.006,4523.4434,22125.293,88,5839.8057,177.54166,3060.9436,23233.902
"23158_197.154_6.549",17027.484,88,88,88,4495.9165,4989.3613,88,11886.318,4627.6167,4847.426,16154.95,88,245.38351,88,88,16985.986
"25803_197.154_7.365",39382.39,88,88,348.14578,18941.365,36145.164,88,20856.92,15622.166,5515.3306,21883.62,88,435.29175,88,88,23951.049
"24147_197.154_6.882",79101.74,1601.7897,4187.6084,1686.7584,12930.902,57374.508,1296.3755,91854.32,78105.11,36994.98,59848.055,970.70447,6252.1953,2011.9015,1795.0902,72348.125
"26054_197.951_7.457",88,88,88,88,88,88,88,88,556.1896,2459.117,59516.387,88,88,88,88,88
"16697_198.004_4.625",35015.645,88,88,88,2054.5605,2177.809,88,9654.717,41305.668,1940.5499,26883.78,88,88,88,88,21823.637
"24060_198.035_6.855",88,88,88,88,88,88,88,88,911.19507,26703.543,256436.48,654.50574,88,88,88,6506.974
"24867_198.035_7.082",88,88,88,88,88,88,88,88,88,118268.805,289642.3,302.9129,88,88,88,8053.964
"23738_198.035_6.744",88,88,88,88,88,88,88,88,88,73763.86,59944.93,1046.9834,88,88,88,7289.1333
"21206_198.035_5.899",88,88,88,88,88,88,88,88,88,6583.3765,68635.27,145.17532,88,88,88,2846.1768
"22988_198.035_6.524",88,88,88,88,88,88,88,88,88,100894.14,329232.53,1790.2361,88,88,88,20380.588
"22414_198.035_6.379",88,88,88,88,88,88,88,88,88,27671.771,385611.88,186.07486,88,88,88,3108.078
"5589_199.007_2.176",11231.032,173.87556,131.6035,88,3834.712,3010.7485,159.62755,4380.672,2213.0955,16498.945,37040.86,1160.0204,88,88,88,7688.2075
"17887_199.043_4.926",1678.5607,88,88,88,88,88,88,877.528,1216.638,95666.13,349293.25,2049.197,88,88,88,50001.723
"17705_199.043_4.885",1678.5607,88,275.07614,88,88,88,88,877.528,1216.638,32726.559,348678.56,1917.05,88,1114.0175,88,17946.229
"17245_199.043_4.776",30325.309,171.89049,2303.3247,88,1111.4514,1476.3868,88,19737.746,12971.77,19493.402,76083.24,88,157.84193,1894.0612,88,17393.102
"17460_199.043_4.816",30931.602,171.89049,2417.4,88,1111.4514,1476.3868,88,18581.148,1216.638,34806.72,111453.164,706.21124,157.84193,2016.2058,88,14325.225
"16318_199.043_4.551",1837.0336,88,88,88,88,88,88,691.64813,623.81006,88138.766,294279.8,2645.9878,88,88,88,57152.188
"21283_199.097_5.974",59099.688,88,88,88,4912.3633,5891.3057,88,46310.78,29976.49,3906.7607,14518.948,88,88,88,88,22795.885
"6618_199.097_2.496",41774.625,5226.14,2462.11,4937.3784,13892.855,15820.943,4846.114,57562.08,29960.184,7605.109,13820.495,88,159.10983,88,88,34604.97
"7354_199.097_2.625",17385.002,13159.031,5164.025,8672.951,53265.72,54833.414,7618.816,17489.838,11943.765,10155.436,10607.096,88,5105.6616,133.04819,770.17316,39388
"13931_199.097_3.985",12937.396,2522.5898,1867.51,1130.6324,30232.58,36338.93,6967.1045,14746.857,13914.412,54757.453,46008.188,101.06045,1975.9609,88,357.3423,50052.004
"11879_199.097_3.65",49928.918,14046.53,4512.12,12737.2,33915.805,45045.363,8343.33,30958.375,67361.26,73428.77,47696.547,923.4326,19808.65,3876.579,5385.4346,76708.234
"15881_199.097_4.414",82251.72,2308.0754,2072.382,1427.8064,14767.168,18328.45,3781.226,57989.844,45203.266,55688.902,118214.51,1244.824,1339.8256,88,658.71765,60386.4
"15221_199.097_4.256",110425.33,1953.5444,523.6828,704.9446,23213.326,27506.861,12418.914,85442.08,18648.764,38473.96,97584.2,914.97943,902.23126,88,376.81915,55159.477
"19317_199.134_5.379",22235.383,88,88,88,1589.4878,1265.1245,88,8511.885,16678.537,13521.221,34009.77,88,88,88,88,11522.238
"16366_199.134_4.555",20250.65,88,88,88,1238.8915,760.3662,88,39471.586,20761.05,3873.418,2721.6272,88,88,88,88,8580.648
"22914_199.134_6.44",32940.613,88,88,139.67947,1095.6052,3958.4885,88,18549.334,21503.809,24310.11,98282.21,372.03802,88,88,88,37640.402
"24089_199.134_6.86",33363.53,779.62384,244.8573,1771.6439,5886.1445,5720.4893,1165.0259,27727.85,19107.977,9363.099,22508.094,222.34189,836.318,145.97354,1185.8197,21552.1
"17384_199.134_4.799",22815.557,640.33057,88,536.7831,10527.074,10964.447,2330.4233,19370.93,12729.611,5108.5884,6682.833,88,88,88,88,14329.898
"18107_199.134_5.016",59897.613,825.394,88,189.56743,3421.0508,5905.4604,476.01733,88374.23,74501.59,4504.9653,4446.9146,88,88,88,88,25842.516
"12241_200.129_3.641",58554.184,8795.766,7810.9575,7500.1553,22929.105,30871.504,18574.158,29002.826,30121.354,12014.645,45528.86,877.8602,12958.992,2667.286,12718.22,60813.492
"18567_200.129_5.129",2431.0952,4676.35,1487.6731,2768.051,88,829.8538,88,88,640.19946,492.9321,88,88,88,88,88,5574.645
"6022_201.077_2.318",118349.44,3568.065,2046.0621,2429.435,32942.688,17966.871,1831.8088,61935.902,51290.812,8321.776,18212.875,88,3202.3074,88,851.87115,42295.99
"6871_201.077_2.617",40821.574,6620.493,2254.0676,4497.583,29279.484,36398.883,3319.3157,50522.066,28067.96,9574.88,10898.16,88,5104.7183,534.13654,1745.4926,22851.973
"6420_201.077_2.428",273029.56,12312.519,7891.6724,5884.7544,19877.422,39804.75,6634.92,186209.72,186813.67,24251.322,29492.314,120.06764,11131.361,1250.3287,2770.806,71081.72
"16796_201.113_4.641",918657,73625.8,61777.66,63544.81,130917.59,199343.31,41559.78,817890.8,591778.6,147694.78,227087.17,17587.094,66005.234,23551.748,36209.637,417476.9
"12004_201.113_3.586",116909.875,5897.0273,2886.502,3446.1199,12788.822,20584.729,2733.2947,149457.86,139699.86,7127.321,14377.322,781.2324,1404.8142,370.3623,1107.9565,60966.926
"20327_201.113_5.673",92028.55,1738.5327,1265.513,1899.5762,13534.182,11694.163,1751.4529,56635.54,57942.74,7470.2173,12887.739,335.7754,2094.4846,103.881744,1150.3618,32510.87
"18252_201.113_5.025",31329.701,1106.4459,133.99974,1277.5753,5392.779,6403.6396,1177.0741,29879.873,28176.871,2741.8813,7156.7754,358.61865,2051.584,127.18964,522.2409,15614.589
