FeatureID,Mass,Retention_time,A1.mzML,A2.mzML,A3.mzML,A4.mzML,A5.mzML,A6.mzML,A7.mzML,A8.mzML,A9.mzML,A10.mzML,A11.mzML,A12.mzML,A13.mzML,A14.mzML,A15.mzML,pooled_QC_1.mzML
21489,177.092,6.041,6.60E-05,6.19E-05,3.63E-05,9.88E-06,1.97E-05,2.98E-07,2.47E-05,1.92E-06,1.33E-05,7.87E-05,5.38E-05,4.80E-05,2.92E-05,3.07E-05,5.48E-06,5.30E-05
5306,177.092,2.085,2.95E-05,1.76E-05,2.28E-05,5.05E-06,1.20E-05,2.98E-07,2.51E-06,1.92E-06,2.76E-06,4.09E-06,1.80E-06,2.05E-06,5.22E-07,4.47E-07,6.62E-07,1.18E-05
10436,177.092,3.296,5.84E-05,2.76E-05,3.82E-05,1.65E-05,2.32E-05,2.98E-07,3.11E-05,1.92E-06,1.94E-05,2.05E-05,7.46E-06,1.36E-05,0.000206108,0.000149196,4.15E-05,5.39E-05
22740,178.998,6.429,0.000135295,1.32E-05,0.00034493,1.26E-07,9.43E-08,2.98E-07,2.51E-06,1.92E-06,2.76E-06,0.000224049,0.000100379,5.09E-05,0.000310747,0.000301417,8.84E-05,0.000203263
5094,179.034,1.986,3.62E-05,4.28E-05,5.46E-06,1.26E-07,9.43E-08,2.98E-07,2.51E-06,1.92E-06,2.76E-06,4.09E-06,1.80E-06,2.05E-06,4.86E-06,3.16E-06,6.62E-07,8.74E-06
11751,179.035,3.53,0.000405749,0.000256158,0.00019272,3.04E-05,5.28E-05,2.98E-07,0.000187342,1.74E-05,8.30E-05,0.000256214,8.60E-05,9.62E-05,0.000494142,0.000447977,6.62E-05,0.000241827
15804,179.035,4.402,2.13E-05,8.76E-06,9.30E-06,2.66E-05,3.17E-05,2.98E-07,0.000119152,2.09E-05,0.000148022,5.49E-05,4.03E-06,3.36E-05,3.96E-05,9.23E-05,2.86E-05,4.44E-05
13047,179.035,3.809,0.000144737,7.86E-05,7.57E-05,1.60E-05,2.16E-05,2.98E-07,0.000103641,1.92E-06,6.43E-05,0.000185708,8.42E-05,4.29E-05,0.000253606,0.00021285,7.08E-05,0.000104031
7021,179.056,2.589,0.000211223,9.30E-05,3.89E-05,1.26E-07,9.43E-08,2.98E-07,2.51E-06,1.92E-06,2.76E-06,4.09E-06,1.80E-06,2.05E-06,2.80E-06,3.91E-06,6.62E-07,4.81E-05
11941,179.071,3.598,1.65E-05,1.93E-06,6.36E-06,4.21E-06,3.95E-06,2.98E-07,2.51E-06,1.92E-06,2.76E-06,5.99E-05,1.80E-06,1.90E-05,0.000100423,8.85E-05,3.57E-05,3.60E-05
23780,179.071,6.753,4.82E-05,2.37E-05,2.10E-05,2.55E-06,5.21E-06,2.98E-07,2.51E-06,1.92E-06,1.30E-05,4.09E-06,1.80E-06,2.05E-06,0.000133061,0.000102852,2.11E-05,5.42E-05
10750,179.071,3.342,9.55E-05,7.56E-05,2.00E-05,1.27E-05,2.01E-05,2.98E-07,2.51E-06,1.92E-06,1.16E-05,4.09E-06,1.80E-06,3.20E-06,6.52E-05,7.02E-05,5.41E-05,6.56E-05
13543,179.071,3.908,2.56E-05,0.00011696,1.18E-05,1.56E-05,1.18E-05,2.98E-07,2.51E-06,1.92E-06,4.72E-06,0.000101503,1.80E-06,2.05E-06,3.38E-05,4.25E-05,2.56E-05,4.81E-05
23142,179.144,6.545,1.76E-05,3.01E-06,2.35E-06,4.21E-06,5.06E-06,2.98E-07,2.51E-06,1.92E-06,2.76E-06,4.09E-06,1.80E-06,2.05E-06,1.91E-06,1.41E-05,6.62E-07,5.52E-06
2643,180.912,1.093,1.50E-07,8.26E-05,1.03E-07,1.26E-07,8.37E-06,2.98E-07,2.51E-06,1.92E-06,2.76E-06,4.09E-06,1.80E-06,2.05E-06,5.22E-07,4.47E-07,6.62E-07,2.29E-07
1978,180.912,0.91,1.50E-07,5.75E-05,1.48E-06,1.26E-07,1.74E-05,2.98E-07,2.51E-06,1.92E-06,2.76E-06,4.09E-06,1.80E-06,2.05E-06,5.22E-07,4.47E-07,6.62E-07,2.29E-07
17615,181.014,4.88,6.24E-05,1.37E-05,2.46E-05,6.39E-07,8.87E-07,2.98E-07,2.51E-06,1.92E-06,2.76E-06,4.46E-05,3.14E-05,9.53E-06,0.000136751,0.000112169,3.82E-05,5.45E-05
7380,181.014,2.683,0.000670432,0.000140035,0.000185204,1.13E-05,1.12E-05,2.98E-07,2.51E-06,1.92E-06,6.18E-05,9.73E-05,1.67E-05,2.33E-05,0.000175207,0.0001772,1.94E-05,0.000160608
6619,181.014,2.478,6.66E-05,1.35E-05,2.31E-05,1.26E-07,4.58E-06,2.98E-07,2.51E-06,1.92E-06,2.76E-06,4.09E-06,1.80E-06,2.05E-06,6.61E-05,3.84E-05,1.10E-05,1.99E-05
9793,181.014,3.168,0.000287799,0.000146632,0.000145509,1.78E-05,4.17E-05,2.98E-07,1.40E-05,1.92E-06,2.63E-05,0.000219598,9.90E-05,5.07E-05,0.000414607,0.000328873,7.05E-05,0.00017536
8380,181.014,2.894,0.000170289,7.88E-05,8.38E-05,1.43E-05,2.55E-05,2.98E-07,2.51E-06,1.92E-06,2.88E-05,5.42E-05,1.14E-05,4.28E-06,0.00010435,9.46E-05,1.64E-05,9.99E-05
5988,181.014,2.324,2.43E-05,1.22E-05,1.06E-05,3.76E-06,8.30E-06,2.98E-07,2.51E-06,1.92E-06,2.76E-06,4.09E-06,1.80E-06,2.05E-06,8.98E-06,9.11E-06,6.62E-07,1.59E-05
13067,181.014,3.818,0.000888556,0.000226637,0.00043984,1.55E-05,7.90E-05,2.98E-07,2.51E-06,1.92E-06,1.50E-05,0.000308935,9.88E-05,0.000103129,0.000379557,0.000251568,4.87E-05,0.000395251
11380,181.025,3.455,1.50E-07,4.93E-06,1.10E-06,5.03E-06,2.86E-06,2.98E-07,2.51E-06,1.92E-06,2.76E-06,5.04E-05,1.80E-06,0.000130346,2.27E-05,1.31E-05,1.40E-05,9.52E-06
6664,181.048,2.498,3.66E-05,1.56E-05,2.09E-05,5.10E-06,2.05E-06,2.98E-07,0.000181786,2.37E-05,4.86E-05,0.000147308,6.30E-05,6.28E-05,4.99E-05,4.87E-05,1.02E-05,1.55E-05
6744,181.05,2.519,5.02E-05,2.54E-05,3.08E-05,7.74E-06,2.41E-05,2.98E-07,1.43E-05,1.92E-06,3.66E-05,5.44E-05,1.80E-06,2.99E-05,3.36E-05,3.45E-05,1.14E-05,3.00E-05
18512,181.087,5.075,1.72E-05,8.51E-05,6.64E-06,1.89E-06,1.44E-06,2.98E-07,2.51E-06,1.92E-06,2.76E-06,3.26E-05,1.53E-05,1.12E-05,4.51E-05,5.85E-05,1.47E-05,4.73E-05
12542,181.087,3.671,2.80E-05,2.49E-05,1.63E-05,2.55E-05,2.29E-05,2.98E-07,2.51E-06,1.92E-06,1.52E-05,8.19E-05,1.80E-06,3.67E-05,5.61E-05,4.24E-05,1.96E-05,3.79E-05
17965,181.123,4.969,3.80E-05,3.47E-05,3.24E-05,3.78E-06,2.73E-06,2.98E-07,2.51E-06,1.92E-06,2.76E-06,4.09E-06,1.80E-06,2.05E-06,1.86E-05,1.21E-05,6.62E-07,3.79E-05
19443,181.123,5.419,3.61E-05,1.50E-05,1.54E-05,1.08E-05,6.49E-06,3.55E-06,3.81E-05,2.82E-05,4.31E-05,7.06E-05,2.53E-05,2.89E-05,1.29E-05,2.48E-05,1.40E-05,2.62E-05
18424,182.009,5.093,0.000149795,4.98E-05,0.000182418,0.000120194,0.00032581,7.33E-06,0.000139521,1.92E-06,7.83E-05,0.000247416,0.000101748,0.000114869,0.000203073,0.000182795,2.35E-05,0.000280208
25698,183.004,7.327,1.50E-07,8.99E-08,1.13E-06,1.26E-07,9.43E-08,2.98E-07,2.51E-06,1.92E-06,2.76E-06,0.000262749,1.03E-05,0.000670314,3.12E-06,5.99E-06,1.31E-06,9.60E-05
18333,183.004,5.062,2.96E-05,7.35E-06,1.09E-05,7.48E-06,5.87E-06,2.98E-07,6.29E-05,1.92E-06,0.000116228,0.000141537,3.02E-05,0.000406837,0.0008001,0.000661525,0.000228822,0.000139173
17273,183.012,4.751,9.93E-07,8.99E-08,1.03E-07,1.39E-05,6.79E-05,2.98E-07,2.51E-06,1.92E-06,2.76E-06,4.09E-06,1.80E-06,2.05E-06,6.29E-06,4.97E-06,6.62E-07,2.85E-05
42504,183.012,11.28,1.50E-07,3.35E-05,1.37E-05,5.94E-05,5.01E-06,0.000104522,2.51E-06,1.92E-06,2.76E-06,4.09E-06,1.80E-06,2.05E-06,5.22E-07,4.47E-07,6.62E-07,1.48E-06
17252,183.102,4.781,6.73E-05,2.52E-05,3.65E-05,4.04E-06,1.10E-05,2.98E-07,2.51E-06,1.92E-06,2.76E-06,2.11E-05,3.15E-06,1.71E-05,8.44E-05,9.74E-05,2.64E-05,5.40E-05
11428,183.102,3.484,2.86E-05,6.74E-06,4.90E-06,5.85E-06,2.27E-05,2.98E-07,2.51E-06,1.92E-06,2.76E-06,4.09E-06,1.80E-06,2.05E-06,7.71E-05,4.14E-05,1.04E-05,1.58E-05
16740,183.102,4.63,0.000197773,8.63E-05,6.73E-05,1.62E-05,2.20E-05,2.98E-07,4.65E-05,6.87E-06,2.37E-05,8.73E-05,4.40E-05,4.14E-05,0.000118816,0.000179956,6.46E-05,0.000139172
16017,183.102,4.461,4.52E-05,3.87E-05,3.07E-05,6.94E-06,2.32E-05,2.98E-07,2.51E-06,1.92E-06,2.76E-06,5.45E-06,1.80E-06,2.05E-06,0.000175214,0.000146022,5.44E-05,8.32E-05
12850,183.102,3.772,3.25E-05,2.00E-05,1.77E-05,2.12E-05,3.41E-05,2.98E-07,2.51E-06,1.92E-06,4.57E-06,0.000143054,9.02E-06,8.67E-05,0.000100462,0.000130857,1.48E-05,7.32E-05
14136,183.102,4.079,0.000181887,7.22E-05,6.86E-05,2.21E-05,6.78E-05,2.98E-07,2.51E-06,1.92E-06,2.76E-06,0.000469854,1.45E-05,0.000199198,0.000110564,0.00019866,9.42E-05,0.000177291
14927,183.102,4.194,0.00011635,2.96E-05,1.03E-05,1.14E-05,2.05E-05,2.98E-07,2.51E-06,1.92E-06,8.45E-05,0.000155667,1.25E-05,6.46E-05,0.000215773,0.000116622,6.73E-05,0.000114634
21688,183.139,6.094,4.24E-05,1.92E-05,1.00E-05,3.21E-05,4.20E-05,2.98E-07,6.46E-05,8.32E-06,1.67E-05,9.07E-06,5.25E-06,5.31E-06,1.51E-05,6.83E-05,4.55E-06,7.78E-05
20120,183.139,5.602,0.000179437,7.76E-05,7.80E-05,1.08E-05,2.20E-05,2.98E-07,4.40E-05,1.92E-06,2.76E-06,0.000176024,3.18E-05,3.40E-05,6.16E-05,0.000164101,1.93E-05,0.000125362
37344,183.175,10.237,3.34E-05,8.48E-06,1.59E-05,1.26E-07,4.04E-07,2.98E-07,2.51E-06,1.92E-06,8.21E-06,4.09E-06,1.80E-06,2.05E-06,5.22E-07,4.47E-07,6.62E-07,1.22E-05
42327,183.946,11.225,1.15E-05,1.03E-06,9.57E-07,3.38E-06,1.08E-05,1.83E-05,0.000865214,0.0001817,0.00404196,0.000255045,0.000126124,0.000152203,1.58E-05,2.25E-05,6.84E-05,0.000236536
23974,184.019,6.832,1.50E-07,8.99E-08,1.03E-07,2.53E-06,0.000122132,2.98E-07,2.51E-06,1.92E-06,2.76E-06,4.09E-06,1.80E-06,2.05E-06,5.22E-07,4.47E-07,6.62E-07,2.29E-07
25447,184.019,7.242,1.50E-07,8.99E-08,1.03E-07,9.09E-05,9.43E-08,9.79E-07,2.51E-06,1.92E-06,2.76E-06,4.09E-06,1.80E-06,2.05E-06,5.22E-07,4.47E-07,6.62E-07,2.99E-05
24654,184.019,7.047,1.50E-07,8.99E-08,1.03E-07,3.64E-05,0.000288738,2.98E-07,2.51E-06,1.92E-06,2.76E-06,4.09E-06,1.80E-06,2.05E-06,5.22E-07,4.47E-07,6.62E-07,2.29E-07
18124,184.019,4.986,1.50E-07,8.99E-08,1.03E-07,7.62E-06,0.000572893,2.98E-07,2.51E-06,1.92E-06,2.76E-06,4.09E-06,1.80E-06,2.05E-06,5.22E-07,4.47E-07,6.62E-07,9.18E-06
19474,184.019,5.394,1.50E-07,8.99E-08,1.03E-07,1.48E-05,0.000119451,1.02E-06,2.51E-06,1.92E-06,2.76E-06,4.09E-06,1.80E-06,2.05E-06,5.22E-07,4.47E-07,6.62E-07,5.49E-05
19104,184.02,5.25,1.50E-07,8.99E-08,1.03E-07,4.13E-05,7.54E-05,5.18E-06,2.51E-06,1.92E-06,2.76E-06,4.09E-06,1.80E-06,2.05E-06,5.22E-07,4.47E-07,6.62E-07,0.000138225
16819,184.02,4.652,1.50E-07,8.99E-08,1.03E-07,4.29E-05,0.000126442,5.37E-07,2.51E-06,1.92E-06,2.76E-06,4.09E-06,1.80E-06,2.05E-06,5.22E-07,4.47E-07,6.62E-07,2.76E-06
18719,184.02,5.156,1.50E-07,5.23E-07,1.03E-07,0.000220317,0.000125438,1.65E-05,2.51E-06,1.92E-06,2.76E-06,4.09E-06,1.80E-06,2.05E-06,5.22E-07,4.47E-07,6.62E-07,0.00015678
8569,184.061,2.934,1.50E-07,8.99E-08,1.03E-07,5.17E-05,9.45E-05,3.01E-07,2.51E-06,1.92E-06,2.76E-06,4.09E-06,1.80E-06,2.05E-06,5.22E-07,4.47E-07,6.62E-07,4.47E-05
4684,184.061,1.786,7.07E-06,1.08E-05,1.12E-05,3.38E-06,1.31E-05,2.98E-07,2.51E-06,1.92E-06,2.76E-06,4.09E-06,1.80E-06,2.05E-06,5.22E-07,4.47E-07,6.62E-07,4.33E-06
9576,184.098,3.126,2.07E-05,2.48E-05,2.45E-05,0.000189306,0.000324859,1.63E-05,1.96E-05,1.92E-06,4.21E-05,4.09E-06,1.80E-06,2.05E-06,5.22E-07,4.47E-07,6.62E-07,0.00019866
41488,184.954,11.043,5.44E-05,8.99E-08,1.56E-06,1.51E-06,1.27E-05,9.46E-05,0.000454237,0.000456698,0.001674924,3.43E-05,6.73E-05,0.000124993,4.71E-05,6.39E-05,2.41E-05,0.000148177
11889,185.027,3.569,0.000243389,2.47E-05,2.40E-05,4.03E-05,8.63E-05,6.15E-05,3.40E-05,1.04E-05,2.76E-06,7.64E-05,1.00E-04,2.94E-05,0.000154512,6.70E-05,1.19E-05,9.93E-05
13179,185.027,3.835,7.36E-05,5.96E-06,8.90E-06,2.57E-05,6.25E-05,1.76E-05,2.51E-06,1.92E-06,2.76E-06,8.99E-06,1.59E-05,2.05E-06,4.50E-05,1.62E-05,6.62E-07,5.25E-05
19002,185.06,5.242,1.15E-05,4.75E-06,4.12E-06,1.26E-07,2.74E-05,2.98E-07,2.51E-06,1.92E-06,2.76E-06,4.09E-06,1.80E-06,2.05E-06,5.22E-07,4.47E-07,6.62E-07,3.62E-06
17405,185.081,4.812,8.68E-05,4.15E-05,5.69E-05,6.84E-06,2.78E-05,2.98E-07,2.51E-06,1.92E-06,1.54E-05,4.09E-06,1.80E-06,2.05E-06,1.74E-05,1.82E-05,6.62E-07,2.60E-05
17717,185.081,4.883,0.000141099,4.29E-05,9.36E-05,6.05E-06,7.65E-06,2.98E-07,2.51E-06,1.92E-06,1.54E-05,4.09E-06,1.80E-06,2.05E-06,8.22E-06,1.69E-05,6.62E-07,2.60E-05
16698,185.082,4.621,0.000287888,0.000259275,0.000126696,4.91E-05,7.47E-05,1.90E-06,7.86E-06,1.92E-06,5.73E-05,1.06E-05,1.80E-06,2.05E-06,3.09E-05,1.11E-05,2.83E-06,0.00014766
7703,185.082,2.77,0.000113465,3.34E-05,3.71E-05,1.97E-05,1.51E-05,7.25E-07,0.000141289,1.03E-05,2.93E-05,0.000441581,0.000116527,0.000186564,0.000329267,0.000199911,8.43E-05,0.000111873
18156,185.082,5.022,0.000154492,8.49E-05,5.50E-05,9.28E-06,1.76E-05,2.98E-07,2.78E-06,1.92E-06,2.77E-06,3.87E-05,1.89E-06,1.28E-05,5.43E-05,5.31E-05,2.05E-06,6.74E-05
8462,185.082,2.907,0.000495365,0.000297756,0.000287939,7.40E-05,0.000100518,5.94E-06,0.000489108,5.23E-05,0.000177305,0.001740155,0.000347686,0.000805083,0.001024418,0.00093853,0.000299917,0.000539315
12599,185.082,3.715,0.000142514,7.13E-05,5.04E-05,1.99E-05,3.34E-05,2.98E-07,1.00E-04,2.87E-06,2.42E-05,0.000422395,9.34E-05,0.000216158,0.000370019,0.000308011,0.000129835,0.000163637
11516,185.082,3.4,9.03E-05,6.01E-05,4.00E-05,1.62E-05,5.58E-05,4.09E-07,4.02E-05,1.92E-06,9.47E-06,0.000371301,5.58E-05,0.000191406,0.000309841,0.000267221,0.000101645,0.000163357
14018,185.082,4.019,4.09E-05,2.61E-05,2.50E-05,0.000150976,0.00018584,1.45E-05,4.75E-05,1.92E-06,2.11E-05,5.77E-05,1.97E-05,2.60E-05,6.58E-05,4.23E-05,1.41E-05,0.000206326
15703,185.118,4.385,0.000139564,0.000100136,0.000104272,3.90E-05,1.08E-05,2.98E-07,1.55E-05,1.92E-06,7.55E-06,4.63E-05,8.32E-06,3.16E-06,3.37E-05,5.37E-05,5.66E-06,8.12E-05
13455,186.113,3.881,6.97E-06,1.94E-06,4.70E-07,1.26E-07,1.17E-06,2.98E-07,2.51E-06,1.92E-06,2.76E-06,4.09E-06,1.80E-06,2.05E-06,3.07E-06,5.33E-06,6.62E-07,4.06E-06
8635,186.113,2.953,0.000754778,0.000251839,0.000260484,7.67E-05,0.000183139,1.19E-05,0.002358334,0.000224733,0.00102035,0.001620433,0.000863948,0.000792125,0.000734707,0.000973394,0.000432858,0.00073371
2724,186.929,1.083,1.50E-07,7.59E-05,1.03E-07,1.26E-07,2.69E-06,2.98E-07,1.56E-05,1.92E-06,2.76E-06,4.09E-06,1.80E-06,2.05E-06,5.22E-07,4.47E-07,6.62E-07,2.29E-07
1870,186.929,0.898,2.05E-05,6.38E-05,9.70E-06,4.81E-06,1.63E-05,2.98E-07,7.02E-05,1.91E-05,2.76E-06,4.09E-06,1.80E-06,3.27E-05,5.22E-07,4.47E-07,6.62E-07,1.10E-06
4959,187.061,1.918,5.89E-05,3.39E-05,3.47E-05,1.51E-05,2.37E-05,2.98E-07,3.21E-05,1.92E-06,3.36E-05,5.79E-05,8.38E-06,1.57E-05,2.54E-05,2.98E-05,1.55E-06,2.60E-05
4666,187.061,1.775,1.52E-05,1.11E-05,7.62E-06,5.87E-06,1.05E-05,2.98E-07,2.51E-06,1.92E-06,2.76E-06,4.09E-06,1.80E-06,2.05E-06,8.84E-06,1.26E-05,6.62E-07,2.30E-06
13716,187.097,3.942,0.021719634,0.012975389,0.010430375,0.000544917,0.000811407,0.000290848,0.006246995,0.002162016,0.003746074,0.156292156,0.058852059,0.050880992,0.004638664,0.005583902,0.00113575,0.016942928
17721,187.097,4.902,0.000211797,0.000133729,0.000107098,1.38E-05,2.23E-05,2.60E-05,0.000301712,0.00010998,9.87E-05,0.000383324,0.000236503,0.000228115,0.000119835,0.00011797,2.67E-05,0.000116748
8350,187.097,2.857,0.000155731,6.01E-05,9.26E-05,1.85E-05,9.76E-06,2.21E-05,0.000220439,0.000153691,0.000231952,0.000408999,0.000117744,9.71E-05,0.000233774,0.000109035,5.31E-05,8.71E-05
12372,187.097,3.663,0.000409554,0.000258554,0.0003032,9.63E-05,9.66E-05,2.16E-05,0.0004373,0.000186193,0.000177054,0.000404003,0.000126618,0.000102196,0.000293225,0.000204297,5.42E-05,0.000349748
11673,187.097,3.537,9.10E-05,6.13E-05,7.25E-05,1.41E-05,3.53E-05,1.71E-05,0.000267086,3.51E-05,0.000175578,0.000237345,7.85E-05,0.000176045,6.00E-05,3.35E-05,2.78E-05,6.14E-05
9010,187.097,3.01,3.57E-05,6.26E-05,3.79E-05,2.51E-05,2.28E-05,2.34E-05,9.67E-05,0.000149239,0.000157906,0.000368587,0.000121488,0.000167964,0.000119243,9.38E-05,5.73E-05,6.77E-05
10875,187.097,3.337,4.89E-05,2.09E-05,3.67E-05,3.19E-05,2.39E-05,1.69E-05,0.000219825,9.32E-05,0.00014225,0.000230372,7.73E-05,0.000104266,4.64E-05,2.78E-05,7.61E-06,4.60E-05
14278,187.097,4.042,0.00045581,0.000121095,0.000190402,0.00012895,0.000190629,5.27E-05,0.000526908,0.000197028,0.000248754,0.001361195,0.000414562,0.000482251,0.000132753,0.000146884,6.73E-05,0.000373747
15530,187.097,4.333,0.000360872,7.50E-05,0.00013432,2.19E-05,2.33E-05,1.00E-05,0.000265969,0.000179557,0.000252642,0.000821148,0.000229876,0.000297283,7.35E-05,4.73E-05,4.21E-05,0.00010729
15909,187.097,4.375,0.000112471,0.000112406,4.04E-05,3.07E-05,3.01E-05,2.39E-05,0.000139614,0.000113341,0.000247829,0.000359742,0.000318914,0.000139999,5.42E-05,6.44E-05,3.07E-05,7.91E-05
19915,187.134,5.522,9.38E-05,2.84E-05,1.82E-05,3.16E-05,4.03E-05,2.98E-07,7.54E-05,1.34E-05,1.09E-05,2.31E-05,3.28E-05,1.95E-05,2.09E-05,2.57E-05,8.22E-06,4.08E-05
21665,187.134,6.083,0.000422377,0.000369962,0.000357922,7.87E-05,0.000258214,7.76E-06,0.000110646,3.75E-05,0.000172907,0.000272722,0.000156393,0.00012455,0.000120623,0.000212814,6.93E-05,0.000381656
23253,187.134,6.582,0.001300208,0.000650238,0.000560082,0.000185761,0.000509216,2.28E-05,0.00085146,0.000152236,0.000591224,0.001096757,0.00051117,0.000708927,0.000518182,0.000457593,0.00014869,0.001002757
20415,187.134,5.708,9.20E-05,2.77E-05,3.73E-05,1.24E-05,1.70E-05,2.98E-07,2.51E-06,1.92E-06,6.20E-05,5.12E-05,1.80E-06,3.69E-05,9.35E-05,4.62E-05,5.88E-06,6.44E-05
22615,187.134,6.385,0.000135872,6.32E-05,6.25E-05,5.68E-06,1.64E-05,2.98E-07,1.37E-05,1.92E-06,2.76E-06,4.09E-06,5.56E-06,1.21E-05,1.39E-05,1.63E-05,6.62E-07,7.06E-05
21294,187.134,5.971,4.09E-05,1.62E-05,1.75E-05,1.05E-05,2.17E-05,2.98E-07,3.56E-05,1.92E-06,1.74E-05,3.43E-05,5.03E-06,2.09E-05,2.77E-05,3.05E-05,4.80E-06,3.95E-05
16668,187.134,4.595,2.80E-05,1.52E-05,8.13E-06,1.78E-05,1.35E-05,2.98E-07,2.51E-06,1.92E-06,4.49E-06,6.71E-05,2.38E-06,1.84E-05,4.76E-05,4.72E-05,2.59E-05,3.29E-05
17205,187.134,4.753,7.60E-05,4.03E-05,5.53E-05,1.05E-05,1.03E-05,3.05E-06,5.08E-05,2.54E-05,5.43E-05,0.000174338,5.75E-05,7.77E-05,3.63E-05,4.16E-05,1.29E-05,5.04E-05
14132,189.055,4.056,2.86E-05,9.43E-06,1.14E-05,4.03E-06,4.57E-06,2.98E-07,2.51E-06,1.92E-06,2.76E-06,4.09E-06,1.80E-06,2.05E-06,2.38E-06,1.89E-06,6.62E-07,1.17E-05
24180,191.017,6.893,0.000121284,3.82E-05,0.000146061,1.26E-07,9.43E-08,2.98E-07,2.51E-06,1.92E-06,2.76E-06,4.09E-06,1.80E-06,2.05E-06,5.22E-07,4.47E-07,6.62E-07,2.29E-07
19986,191.027,5.555,1.50E-07,8.99E-08,1.03E-07,6.39E-05,0.000123369,2.98E-07,2.51E-06,1.92E-06,2.76E-06,4.09E-06,1.80E-06,2.05E-06,5.22E-07,4.47E-07,6.62E-07,1.77E-05
21997,191.027,6.168,1.50E-07,8.99E-08,1.03E-07,8.41E-06,4.90E-05,2.98E-07,2.51E-06,1.92E-06,2.76E-06,4.09E-06,1.80E-06,2.05E-06,5.22E-07,4.47E-07,6.62E-07,2.13E-06
20914,191.027,5.83,1.50E-07,8.99E-08,1.03E-07,4.39E-05,4.36E-05,2.98E-07,2.51E-06,1.92E-06,2.76E-06,4.09E-06,1.80E-06,2.05E-06,5.22E-07,4.47E-07,6.62E-07,4.55E-06
20411,191.027,5.702,1.50E-07,8.99E-08,1.03E-07,3.12E-05,0.000147384,2.98E-07,2.51E-06,1.92E-06,2.76E-06,4.09E-06,1.80E-06,2.05E-06,5.22E-07,4.47E-07,6.62E-07,9.12E-06
19592,191.027,5.477,1.50E-07,8.99E-08,1.03E-07,2.02E-05,0.00019358,2.98E-07,2.51E-06,1.92E-06,2.76E-06,4.09E-06,1.80E-06,2.05E-06,5.22E-07,4.47E-07,6.62E-07,3.44E-06
17651,191.027,4.852,1.50E-07,8.99E-08,1.03E-07,5.40E-07,3.45E-05,2.98E-07,2.51E-06,1.92E-06,2.76E-06,4.09E-06,1.80E-06,2.05E-06,5.22E-07,4.47E-07,6.62E-07,2.29E-07
18881,191.027,5.216,1.50E-07,8.99E-08,1.03E-07,3.48E-05,1.68E-05,2.98E-07,2.51E-06,1.92E-06,2.76E-06,4.09E-06,1.80E-06,2.05E-06,5.22E-07,4.47E-07,6.62E-07,3.01E-05
18502,191.027,5.107,1.50E-07,8.99E-08,1.03E-07,2.03E-05,0.000119566,2.98E-07,2.51E-06,1.92E-06,2.76E-06,4.09E-06,1.80E-06,2.05E-06,5.22E-07,4.47E-07,6.62E-07,7.46E-06
21411,191.027,5.999,1.50E-07,8.99E-08,1.03E-07,1.40E-05,2.42E-05,4.69E-07,2.51E-06,1.92E-06,2.76E-06,4.09E-06,1.80E-06,2.05E-06,5.22E-07,4.47E-07,6.62E-07,4.12E-05
18100,191.027,5.039,1.50E-07,8.99E-08,1.03E-07,1.58E-05,3.23E-05,2.98E-07,2.51E-06,1.92E-06,2.76E-06,4.09E-06,1.80E-06,2.05E-06,5.22E-07,4.47E-07,6.62E-07,2.29E-07
22467,191.027,6.342,1.50E-07,8.99E-08,1.03E-07,1.04E-05,4.18E-05,2.98E-07,2.51E-06,1.92E-06,2.76E-06,4.09E-06,1.80E-06,2.05E-06,5.22E-07,4.47E-07,6.62E-07,2.29E-07
10273,191.034,3.324,0.000106311,3.14E-05,5.90E-05,2.19E-05,2.63E-05,2.98E-07,1.77E-05,1.92E-06,5.70E-05,2.15E-05,1.80E-06,7.77E-06,4.20E-05,3.99E-05,4.07E-06,6.69E-05
12525,191.071,3.71,6.67E-06,1.28E-05,9.26E-06,2.53E-06,1.33E-06,2.98E-07,2.51E-06,1.92E-06,2.76E-06,4.09E-06,1.80E-06,2.05E-06,2.01E-05,7.21E-06,6.62E-07,1.11E-05
15155,191.107,4.27,4.39E-06,1.13E-06,3.48E-06,1.05E-06,1.65E-06,2.98E-07,2.51E-06,1.92E-06,2.76E-06,4.09E-06,1.80E-06,2.05E-06,2.26E-05,1.57E-05,6.62E-07,9.86E-06
24239,192.115,6.912,0.000125434,1.86E-05,2.80E-05,3.39E-05,8.86E-05,9.26E-07,9.50E-05,3.46E-06,4.04E-05,6.06E-05,1.22E-05,3.14E-05,3.95E-05,4.55E-05,1.07E-05,7.97E-05
17642,193.05,4.88,9.49E-05,3.90E-05,4.80E-05,3.67E-06,7.25E-06,2.98E-07,2.51E-06,1.92E-06,2.76E-06,3.79E-05,4.10E-06,2.05E-06,3.12E-05,3.99E-05,8.55E-06,4.21E-05
16683,193.05,4.593,1.88E-05,6.95E-06,2.58E-06,1.79E-06,1.55E-06,2.98E-07,2.51E-06,1.92E-06,2.76E-06,4.09E-06,0.000764249,2.05E-06,5.73E-06,1.60E-05,6.62E-07,1.55E-05
15678,193.05,4.369,0.000298063,0.000143751,0.00014314,7.40E-05,0.000110948,1.11E-06,0.000157353,1.87E-05,0.0001287,0.000257743,5.04E-05,0.000126277,0.000189402,0.00021129,3.30E-05,0.000221831
