"featureIDs","A1.mzML","A2.mzML","A3.mzML","A4.mzML","A5.mzML","A6.mzML","A7.mzML","A8.mzML","A9.mzML","A10.mzML","A11.mzML","A12.mzML","A13.mzML","A14.mzML","A15.mzML","logFC","pvalue","logpval","Sample_Type"
14672,4.28e-05,1.88e-05,1.91e-05,8.87e-06,9.66e-06,8.01e-06,0.000206826,2.6e-05,0.000152876,0.000209006,4.73e-05,0.000333963,0.000133809,0.000138569,0.000284861,-1.80397689942717,0.0247067366302931,1.60718461425195,"Significant in NS"
20170,0.000100423,9.1e-05,6.9e-05,1.66e-06,2.16e-06,4.89e-06,4.75e-06,2.27e-06,1.66e-05,5.5e-05,6.7e-06,4.47e-05,0.000260561,0.000264144,0.000244493,-2.16554720502039,0.072867596189551,1.13746555706822,"Not Significant"
6644,0.000317733,0.000665095,0.000584869,0.000394576,0.000440859,0.000400993,3.99e-06,1.84e-05,6.94e-05,0.002677171,0.000125449,0.002319279,0.000152925,0.00011912,0.000120277,-1.51410033233009,0.290159542153781,0.53736314270555,"Not Significant"
5424,6.21e-05,2.8e-05,3.2e-05,3.41e-08,1.25e-08,1.67e-08,5.38e-06,5.61e-06,3.42e-06,1.24e-05,5.21e-05,3.19e-06,3.41e-05,2.51e-05,4.42e-05,-0.910042474102071,0.225916479810351,0.646052087673484,"Not Significant"
9441,0.000110042,5.38e-05,9.26e-05,3.41e-08,1.25e-08,1.67e-08,1.94e-06,1.02e-06,1.73e-06,3e-05,5.36e-06,2.12e-05,5.22e-05,5.63e-05,7.26e-05,-0.4487326708201,0.568175351540108,0.245517610673466,"Not Significant"
6803,9.28e-06,0.000203386,2.15e-05,0.000123304,0.001188586,8.52e-06,0.000238828,0.000443307,1.69e-05,0.00022477,0.000317919,0.000308897,3.43e-05,0.000223266,6.55e-05,0.355042599789571,0.696364737080654,0.157163229052457,"Not Significant"
9885,7.77e-05,0.000145946,5.71e-05,3.41e-08,1.25e-08,1.67e-08,7.71e-06,1.92e-05,5.61e-06,4.46e-05,1.89e-05,1.62e-05,5.85e-05,3.72e-05,7.6e-05,-0.267267465391681,0.718472493498039,0.143589854044283,"Not Significant"
14310,0.000133069,0.000105049,0.000120062,7.51e-05,7.65e-05,0.00011417,3.26e-05,4.66e-05,7.79e-05,4.36e-05,3.8e-05,4.56e-05,4.07e-05,2.96e-05,5.75e-05,1.02995515964403,0.00423088888766377,2.37356838003579,"Significant in SMRW"
14001,0.000126947,9.94e-05,0.000104953,6.99e-05,6.36e-05,0.000104323,3.21e-05,5.18e-05,6.81e-05,5.06e-05,4.03e-05,3.27e-05,6.4e-05,6.01e-05,3.82e-05,0.749772236356317,0.0150831838962681,1.82150697394182,"Significant in SMRW"
13631,9.28e-05,8.67e-05,8.96e-05,5.13e-05,6.12e-05,7.25e-05,1.91e-05,5.05e-05,5.7e-05,2.77e-05,3.55e-05,4.18e-05,2.95e-05,3.94e-05,7.57e-05,0.633212599119285,0.0514599922326227,1.28853028367813,"Not Significant"
14395,2.83e-05,6.91e-06,1.18e-05,1.58e-05,6.71e-05,3.3e-05,5.29e-05,6.44e-05,7.62e-05,0.00027318,3.53e-05,0.000297576,0.000372057,0.000218331,0.000200645,-2.55577670861468,0.00839587821563609,2.07593386959664,"Significant in NS"
1297,8.26e-06,4.82e-05,4.78e-05,0.00011693,0.000142218,1.67e-08,0.000122034,0.000375581,1.33e-08,5.04e-08,0.000704838,5.18e-08,2.71e-08,2.82e-08,3.1e-08,-0.296537944275223,0.86581869489654,0.0625730410653063,"Not Significant"
14490,0.000364025,0.000255316,0.000148555,0.000381115,0.001117021,0.001005151,0.002225349,0.000633481,0.001344485,0.001758064,0.000584688,0.002230654,0.002227268,0.002173277,0.002573579,-1.21249820115035,0.0126849723505188,1.89671047507451,"Significant in NS"
4641,0.00037447,0.000306437,0.000408704,0.000157626,0.000164336,0.000601583,9.79e-05,6.91e-05,0.000410062,0.000108469,0.000210283,7.61e-05,4.87e-05,5.87e-05,7.32e-05,1.58534352414224,0.0127304940460987,1.895154741882,"Significant in SMRW"
3792,1.17e-05,5.77e-06,6.1e-06,7.1e-07,2.86e-06,4.09e-06,1.89e-07,3.32e-07,6.06e-07,0.000255974,0.000113339,0.000188011,5.55e-06,1.33e-05,4.38e-06,-4.75024300707486,0.0871749048917333,1.05960851776923,"Not Significant"
7544,2.74e-05,2.08e-05,9.61e-06,3.13e-06,5.66e-06,4.98e-06,1.32e-05,1.99e-05,2.48e-06,7.81e-05,3.31e-05,4.31e-05,0.000125855,8.3e-05,0.000152316,-2.85108727939687,0.0106861826210626,1.97117740823265,"Significant in NS"
5530,3.21e-07,1.43e-08,1.61e-08,0.00021132,0.000294145,0.000336969,1.89e-07,3.32e-07,1.33e-08,5.04e-08,2.23e-07,5.18e-08,2.71e-08,2.82e-08,3.1e-08,10.4160090095719,0.0867535885131447,1.06171255181981,"Not Significant"
15519,0.000171949,0.000187968,0.000142449,3.08e-05,8.95e-05,9.4e-05,1.83e-05,2.88e-05,5.07e-05,0.000451811,2.86e-05,0.000509367,0.000294764,0.000263184,0.000383262,-1.83037531989355,0.0195199925278571,1.70952035291477,"Significant in NS"
21334,1.03e-05,1.57e-05,1.39e-05,2.11e-05,4.64e-05,4.55e-05,4.45e-06,3.92e-06,1.14e-05,1.53e-05,2.66e-06,1.39e-05,0.000112998,0.000100349,0.000106279,-1.61041227915925,0.130202793828145,0.885379696788343,"Not Significant"
14495,4.96e-05,3.46e-05,1.91e-05,5.22e-05,0.000141002,0.000131898,0.000300076,9.27e-05,0.000181645,0.000260611,8.01e-05,0.000294613,0.000304588,0.000286353,0.000337253,-1.22569421613507,0.0102249040902765,1.99034075698898,"Significant in NS"
21462,1.01e-05,0.000127814,7.47e-05,1.35e-06,1.02e-06,3.81e-06,3.79e-06,2.37e-05,1.18e-06,3.08e-05,1.43e-05,3.27e-05,4.23e-05,2.39e-05,4.11e-05,-0.166048732551846,0.832681321723365,0.0795211771015844,"Not Significant"
16801,1.59e-05,1.64e-05,9e-06,4.42e-06,7.07e-06,8.54e-06,3.31e-05,2.53e-05,1.72e-05,4.06e-05,1.84e-05,5.64e-05,4.1e-05,2.83e-05,2.73e-05,-1.21558820416087,0.0124331779489355,1.90541785049877,"Significant in NS"
13271,2.4e-05,2.77e-05,1.51e-05,4.23e-05,0.000161683,0.000140851,0.000288152,6.22e-05,0.000230208,0.000228394,6.76e-05,0.000304522,0.000414735,0.000263236,0.000396014,-1.33999960023549,0.0226032888615222,1.64582836481314,"Significant in NS"
21904,3.45e-05,7.34e-05,5.63e-05,7.31e-06,1.58e-05,2.29e-05,8.26e-06,1.57e-05,1.86e-05,3.16e-05,7.7e-06,1.98e-05,8e-06,1.2e-05,7.81e-06,0.955268656293528,0.137930002281281,0.860341256608847,"Not Significant"
960,1.5e-08,1.43e-08,1.61e-08,1.35e-06,1.25e-08,1.67e-08,3.53e-05,9.55e-05,1.33e-08,5.04e-08,2.23e-07,5.18e-08,2.71e-08,2.82e-08,3.1e-08,7.74306507254353,0.213371982049143,0.670862608530627,"Not Significant"
7181,1.5e-08,4.67e-07,1.61e-08,0.000165409,0.000239371,0.000147121,1.89e-07,3.32e-07,1.33e-08,5.04e-08,2.23e-07,5.18e-08,2.71e-08,2.82e-08,3.1e-08,9.80703507376116,0.0888704312076986,1.05124271258891,"Not Significant"
3215,2.17e-07,4.52e-06,5.47e-06,0.000181377,0.000177275,0.000200105,1.89e-07,3.32e-07,3.48e-05,5.04e-08,2.23e-07,5.18e-08,2.71e-08,2.82e-08,3.1e-08,9.93515848415472,0.0561713070006908,1.25048547079033,"Not Significant"
6160,0.000322886,0.000158268,0.000205502,0.000137309,0.000128039,0.000153766,6.89e-05,0.000192518,5.11e-05,0.000416538,0.000267195,0.000375804,0.0002125,0.000200328,0.000246537,-0.862299276846514,0.0170772671522991,1.76758162753677,"Significant in NS"
7729,8.13e-06,9.23e-06,3.21e-05,3.41e-08,1.25e-08,1.67e-08,2.32e-06,9.82e-06,6.93e-07,1.23e-05,3.24e-06,5.08e-06,2.12e-06,4.39e-06,3.84e-06,0.42470144247361,0.646771776532671,0.189248939853385,"Not Significant"
19521,0.000495179,0.000861867,0.000709125,0.000123429,0.000239016,0.000402301,0.000122183,0.000209094,0.00033345,0.000513789,0.00016909,0.000434127,0.001030203,0.001516785,0.001521298,-1.1538294679498,0.10483285549092,0.979502584507178,"Not Significant"
5110,2.5e-05,2.01e-05,9.46e-06,3.41e-08,1.25e-08,1.02e-06,4.59e-06,2.76e-05,3.37e-06,4.3e-05,3.03e-05,0.000125012,7.06e-05,3.22e-05,6.18e-05,-2.57768852329059,0.0164290626053256,1.78438721544189,"Significant in NS"
7270,3.25e-05,1.92e-05,1.43e-05,2.64e-06,4.9e-06,6.62e-06,9.46e-06,1.58e-05,6.2e-06,0.000156338,2.37e-05,0.000152808,0.000134519,0.000316622,0.000178123,-3.69256879891423,0.0117769302331042,1.92896789771206,"Significant in NS"
23286,0.000159676,0.000188017,0.000199603,3.41e-08,9.99e-07,1.67e-08,3.05e-06,1.23e-06,1.91e-05,4.74e-05,1.78e-06,5.12e-05,7e-05,9.1e-05,0.000142478,-0.0834872231220413,0.917153797824127,0.037557831237593,"Not Significant"
22412,6.89e-05,0.000110343,0.000112674,3.41e-08,1.25e-08,1.67e-08,9.75e-06,3.32e-07,8.43e-05,3.46e-05,1.55e-06,3.16e-05,0.000191406,0.000162211,8.52e-05,-0.97576126987497,0.278200636730171,0.555641880353738,"Not Significant"
7334,1.18e-05,7.87e-06,1.33e-05,6.58e-05,8.23e-05,6.96e-05,1.89e-07,3.32e-07,1.49e-06,5.04e-08,2.23e-07,5.18e-08,2.71e-08,2.82e-08,3.1e-08,8.67724654018722,0.0385194482015066,1.4143199428548,"Significant in SMRW"
6437,1.34e-06,2.78e-06,2.4e-06,8.01e-05,7.58e-05,0.000164092,1.89e-07,3.32e-07,3.04e-06,5.04e-08,2.23e-07,5.18e-08,8.81e-07,2.82e-08,2e-06,6.08818071113888,0.0990639457883258,1.00408437774698,"Not Significant"
9495,0.00030372,0.0002539,0.000268182,2e-06,1.25e-08,6.55e-06,2.77e-05,2.27e-05,4.63e-05,0.00136767,0.000341918,0.00081862,0.000147098,0.000146586,0.000144287,-2.25661514361353,0.115643976985374,0.936876981398619,"Not Significant"
15820,4.62e-05,0.000108009,5.7e-05,3.41e-08,1.25e-08,1.67e-08,3.37e-06,3.32e-07,2.16e-05,2.05e-05,1.98e-06,2.07e-05,0.000216409,9.3e-05,6.63e-05,-1.40923714380468,0.253241077432362,0.596465847409555,"Not Significant"
16930,0.000714212,0.000778126,0.000943007,3.41e-08,6.27e-06,5.45e-06,1.67e-05,4.81e-06,7.65e-05,0.000189432,1.75e-05,0.000229548,0.000110697,7.68e-05,6.23e-05,1.30590209035213,0.253208145127436,0.596522328168884,"Not Significant"
273,3e-05,3.6e-05,2.61e-05,6.08e-05,2.57e-05,9.02e-07,0.000188271,0.00028768,1.09e-06,8.31e-06,0.000158184,2.86e-05,3.08e-06,2.48e-06,1.69e-06,1.11311693201369,0.360677098600352,0.442881432583911,"Not Significant"
20086,0.000119196,0.000148305,0.00012755,3.46e-06,2.47e-06,3.33e-06,4.87e-06,3.32e-07,1.82e-05,6.3e-05,5.06e-06,6.51e-05,0.000152448,8.36e-05,0.000119516,-0.777339396690326,0.275040291360771,0.560603680591912,"Not Significant"
22386,8.68e-05,0.000147306,0.000108132,7.42e-07,7.49e-07,1.79e-06,1.24e-05,7.03e-06,0.000107492,4.77e-05,1.38e-06,3.23e-05,0.000276864,0.000251544,0.000156873,-1.28341712058135,0.193855261627041,0.7125224068591,"Not Significant"
19631,0.000150411,3.17e-05,8.63e-06,3.41e-08,2.64e-06,2.71e-05,5.68e-06,8.34e-06,9.29e-06,5.34e-05,3.84e-06,7.31e-05,2.77e-05,8.22e-06,3.1e-08,-0.0328259414891208,0.975550396201614,0.0107502903628178,"Not Significant"
7080,1.82e-05,3.56e-05,3.06e-05,0.000331405,0.00042377,0.000613301,9.08e-06,1.86e-06,2.74e-05,1.14e-06,2.23e-07,5.18e-08,2.71e-08,2.82e-08,3.1e-08,9.37129093917389,0.0626531324549898,1.20305721080058,"Not Significant"
19466,0.000185741,0.000169677,0.000145949,0.000124909,0.000150537,0.000141655,5.3e-05,0.000114515,0.000292217,0.000653691,7.53e-05,0.001000865,0.000261031,0.000156417,0.000397395,-1.46967225522337,0.115531064132581,0.937301226443122,"Not Significant"
7773,0.000284868,0.000245212,0.000313655,0.000162719,0.000189304,0.000265286,4.33e-06,2.4e-05,0.00022669,0.000271258,5.4e-05,0.000183281,5.4e-05,7.89e-05,5.22e-05,0.721883936133254,0.176729209993582,0.752691663902319,"Not Significant"
17746,0.000142888,0.00014298,0.000163145,3.41e-08,1.25e-08,1.67e-08,3.72e-06,3e-06,1.17e-05,3.74e-05,4.86e-06,4.35e-05,1.56e-05,6.13e-06,9.27e-06,1.41644633015994,0.233536783258569,0.631644706069593,"Not Significant"
23120,0.002791268,0.004125065,0.003733227,2.11e-05,2.45e-05,2.74e-05,0.000208768,8.79e-05,0.00222624,0.000311114,3.89e-05,0.00039329,0.002104711,0.000797014,0.000416259,1.1205270758946,0.24878951670968,0.604167923543352,"Not Significant"
26982,0.00112851,0.000964186,0.001214154,1.74e-05,3.04e-05,2.42e-05,5.15e-05,2.77e-05,0.000599417,7.17e-05,1.37e-05,6.55e-05,0.000176548,0.000185457,0.000177548,1.97000174355931,0.0937475772893331,1.02803994689058,"Not Significant"
22480,0.000144415,0.000353933,0.000215768,3.81e-06,3.48e-06,5.75e-06,3.23e-05,2.09e-05,5.58e-05,0.000229144,2.69e-05,0.000183783,0.000612359,0.000238856,0.000308013,-1.52033802900231,0.0884581494623594,1.05326215027833,"Not Significant"
28348,0.000131913,0.000104307,0.000215612,9.68e-07,8.76e-07,1.67e-08,1.5e-05,9.69e-06,0.000130751,9.99e-06,2.23e-07,9.45e-06,8.51e-05,0.000130163,8.82e-05,0.329699582008119,0.696210882834484,0.157259192315701,"Not Significant"
9807,2.35e-06,4.84e-06,8.83e-07,3.41e-08,1.25e-08,1.67e-08,1.89e-07,3.32e-07,1.33e-08,0.000202004,2.24e-05,0.000120481,2.71e-08,2.82e-08,3.1e-08,-5.89916320141412,0.163582603701826,0.786262883537649,"Not Significant"
27285,8.17e-05,0.000122191,0.000124465,3.41e-08,4.55e-07,1.73e-06,4.08e-06,3.32e-07,2.07e-05,2.41e-05,1.95e-06,2.79e-05,9.95e-05,9.29e-05,0.00012288,-0.638873625756273,0.433206784775364,0.363304750182851,"Not Significant"
3314,1.24e-05,8.85e-06,5.72e-06,1.24e-06,5.82e-07,2.36e-06,6.64e-06,2.41e-05,3.14e-06,0.000113368,6.62e-05,4.77e-05,1.66e-05,9.16e-05,3.81e-05,-3.10711168081995,0.0123343053687431,1.90888530365429,"Significant in NS"
1347,7.32e-05,6.4e-05,7.86e-05,0.00015846,0.000182914,1.25e-05,0.00020755,0.000637642,8.14e-07,5.04e-08,0.000923986,5.18e-08,2.71e-08,1.61e-06,3.1e-08,0.0278283276381319,0.986159020829075,0.00605304824330344,"Not Significant"
8033,1.34e-05,1.04e-05,1.39e-05,1.22e-06,1.25e-08,9.57e-07,1.15e-05,3.69e-06,4.8e-06,2.82e-05,1.84e-05,1.69e-05,7.31e-05,6.13e-05,8.63e-05,-2.83173497539495,0.0204396309016055,1.68952695094649,"Significant in NS"
15142,6.47e-05,4.99e-05,5.19e-05,4.97e-06,6.52e-06,9.08e-06,1.87e-05,9.58e-06,3e-05,7.51e-05,1.68e-05,7.61e-05,0.000518336,0.000358056,0.000408717,-3.15119225006466,0.0551477442674374,1.25847224699967,"Not Significant"
8080,4.72e-05,6.33e-05,1.85e-05,2.36e-06,3.63e-06,4.45e-06,6.04e-06,7.39e-06,7.59e-06,1.59e-05,1.43e-05,1.19e-05,8.18e-05,7.96e-05,0.000152736,-1.73558211601737,0.135220388600164,0.868957820310386,"Not Significant"
8798,5.23e-05,4.9e-05,2.43e-05,1.04e-06,2.29e-06,4.55e-06,4.12e-06,4.27e-06,1.14e-05,1.85e-05,2.11e-05,1.75e-05,6.42e-05,6.87e-05,0.000321269,-2.32296971225829,0.217737414179387,0.662066939008764,"Not Significant"
12681,1.5e-08,1.43e-08,1.61e-08,7.7e-06,2.39e-05,2.19e-05,1.89e-07,3.32e-07,1.33e-08,5.04e-08,2.23e-07,5.18e-08,2.71e-08,2.82e-08,3.1e-08,6.45308840688859,0.109780356831718,0.959475361914813,"Not Significant"
19527,0.000127889,0.000155087,0.000164947,4.13e-06,1.5e-05,2.31e-05,2.54e-05,1.2e-05,4.25e-05,8.83e-05,1.69e-05,0.000106377,0.000602386,0.000550241,0.000185606,-2.02788589540974,0.118867724030761,0.924936052683333,"Not Significant"
7046,2.49e-05,1.68e-05,5.75e-06,3.82e-06,1.44e-06,2.17e-06,8.57e-06,1.81e-05,1.71e-05,5.97e-06,1.02e-05,1.29e-05,9.92e-05,0.000135269,0.000400666,-3.3362001278557,0.168910647336922,0.772342973673936,"Not Significant"
22307,8.03e-05,0.000114155,9.34e-05,9.89e-07,4.98e-06,7.74e-06,1.35e-05,1.46e-05,2.95e-05,2.47e-05,9.85e-06,4.01e-05,6.08e-05,0.000129018,0.000132217,-0.728313594046367,0.338476347026369,0.470471674733165,"Not Significant"
13693,2.03e-05,2.67e-05,2.47e-05,5.62e-05,6.9e-05,7.73e-05,8.84e-06,1.06e-05,5.84e-06,5.12e-05,1.77e-05,3.36e-05,0.000114782,6.39e-05,0.000106774,-0.958395879703281,0.12449341006656,0.904853636901381,"Not Significant"
180,1.96e-06,6.26e-05,2.49e-06,8.33e-06,4.37e-05,2.77e-06,4.05e-05,3.24e-05,7.25e-07,1.95e-06,8.58e-06,2.36e-06,9.96e-07,9.52e-07,1.13e-06,3.02876607625723,0.0405142639824098,1.39239204645899,"Significant in SMRW"
13510,3.09e-05,2.08e-05,2.14e-05,1.01e-05,9.55e-06,9.88e-06,2.2e-05,1.5e-05,1.15e-05,6.84e-05,2.88e-05,5.87e-05,0.000177981,0.000123487,0.000157377,-2.60916052596624,0.016488303320102,1.78282403184051,"Significant in NS"
11110,3.55e-05,2.18e-05,2.4e-05,8.87e-06,1.56e-05,1.44e-05,3.06e-06,9.96e-06,1.08e-06,7.71e-05,2.64e-05,5.37e-05,7.6e-05,5.69e-05,0.000274567,-2.65722582236883,0.0845394062514387,1.07294080669187,"Not Significant"
23490,0.000285866,0.000330681,0.000149401,7.19e-05,0.000460842,0.000380954,1.89e-07,5.22e-06,0.000231231,0.000969737,5.91e-05,0.001199651,5.12e-05,2.82e-08,0.000946203,-1.33636141492767,0.217420462763997,0.662699584227293,"Not Significant"
18563,7.98e-05,6.24e-05,8.39e-05,4.5e-05,4.9e-05,8.15e-05,7.17e-06,1.96e-05,5.1e-05,1.52e-05,9.35e-06,2.07e-05,3.08e-05,3.87e-05,3.44e-05,1.09941314647615,0.0169179683047909,1.77165179301079,"Significant in SMRW"
18185,2.84e-05,2.64e-05,2.91e-05,5.3e-05,8.3e-05,0.000101097,4.06e-06,1.42e-05,1.43e-05,3.7e-05,9.82e-06,3.42e-05,3.72e-05,2.24e-05,2.98e-05,0.467885666452588,0.380814852534697,0.419286121610906,"Not Significant"
5851,9.72e-05,0.000191888,2.51e-05,3.41e-08,1.25e-08,1.67e-08,9.79e-06,1.87e-05,1.33e-08,5.04e-08,1e-06,5.18e-08,2.45e-05,2.07e-05,3.16e-05,1.55247755090429,0.29492853022636,0.530283213475496,"Not Significant"
8389,5.76e-05,8.76e-05,1.22e-05,3.41e-08,1.25e-08,1.02e-06,4.47e-06,5.31e-06,2.22e-06,1.49e-05,1.49e-05,1.65e-05,5.28e-05,3.51e-05,0.000118493,-1.15285910495441,0.266035295092594,0.5750607413874,"Not Significant"
25019,0.000100306,0.000138072,0.000120071,6.21e-06,4.75e-06,5.77e-06,6.38e-06,5.46e-06,4.51e-05,7.46e-05,7.72e-06,5.4e-05,0.000319401,0.00058565,0.000496579,-2.41647052977286,0.0946520074856626,1.02387017059928,"Not Significant"
27873,0.000261876,0.000436276,0.000265304,3.96e-05,4.71e-05,2.49e-05,5.25e-06,3.15e-06,0.000122398,0.000114378,2.54e-06,9.85e-05,0.00049351,0.000847538,0.00064333,-1.45227699905014,0.167930245731508,0.774871076516454,"Not Significant"
22965,5.27e-05,0.000174585,3.81e-05,1.18e-05,1.07e-05,1.82e-05,1.27e-05,8.69e-06,1.93e-05,9.06e-05,1.05e-05,8.4e-05,0.000470167,0.000683579,0.000648054,-3.10340996537,0.0655971669485632,1.18311491680078,"Not Significant"
26892,6.83e-05,6.17e-05,5.84e-05,6.03e-06,3.39e-06,1.83e-06,3.7e-06,2.07e-06,2.68e-05,4.35e-05,3.97e-06,4.68e-05,0.000361524,0.000493679,0.000453677,-3.18006761027646,0.0741464072367248,1.1299098878597,"Not Significant"
27594,8.36e-05,0.00013746,0.00011932,4.49e-06,4.03e-06,4.84e-06,5.75e-06,2.47e-06,4.42e-05,4.16e-05,1.97e-06,4.94e-05,0.000476944,0.000565758,0.000562508,-2.64883181708379,0.0908587553793646,1.04163321662525,"Not Significant"
22038,3.64e-05,0.00012781,7.12e-05,3.49e-06,2.43e-06,3.74e-06,2.04e-05,1.86e-05,3.22e-05,4.29e-05,1.3e-05,6.43e-05,0.000331811,0.000417787,0.000372834,-2.55913299290767,0.0726706319216852,1.13864106329776,"Not Significant"
143,4.84e-06,2.02e-05,3.96e-06,1.59e-05,7.02e-06,2.09e-06,8.67e-05,3.92e-05,6.98e-07,6.24e-06,0.000107101,7.12e-06,3.68e-06,5.52e-06,1.14e-05,-0.228419874876763,0.861725116111895,0.0646312487860732,"Not Significant"
3736,1.68e-06,6.28e-07,2.71e-07,3.51e-05,4.71e-05,9.03e-05,1.89e-07,3.32e-07,1.33e-08,5.04e-08,2.23e-07,5.18e-08,2.71e-08,2.82e-08,3.1e-08,8.15233146421191,0.105592614063029,0.976366458543226,"Not Significant"
19563,1.96e-05,2.26e-05,2.01e-05,3.28e-05,5.53e-05,5.06e-05,1.1e-05,1.73e-05,4.65e-06,8.25e-06,2.18e-05,1.89e-05,1.96e-05,4.79e-05,1.64e-05,0.231439500148648,0.635531708890775,0.196862776104869,"Not Significant"
328,2.87e-05,2.6e-05,2.18e-05,3.82e-05,1.73e-05,7.5e-07,0.000215661,0.000276383,6.74e-07,4.7e-06,0.000164927,1.46e-05,7.37e-07,6.7e-07,5.17e-07,1.16350020849797,0.390699030782246,0.40815766614006,"Not Significant"
15842,0.000455027,0.000375237,0.000202472,0.00068001,0.000830909,0.000640077,0.000714597,0.000454955,0.000340285,0.001383439,0.000332131,0.002257671,0.001756002,0.00089445,0.000721809,-1.23113822183235,0.0600945741962341,1.22116473769791,"Not Significant"
13035,2.56e-05,1.67e-05,9.94e-06,1.73e-05,4.46e-05,4.79e-05,8.42e-05,4.57e-05,0.00014998,0.0001364,4.71e-05,0.00019708,0.000205899,0.000223585,0.000325646,-1.9466998650968,0.0119781808732541,1.92160913325689,"Significant in NS"
5174,0.000279585,0.000236017,0.000227341,1.49e-05,1.59e-05,2.46e-05,1.56e-05,2.73e-05,2.13e-05,0.001968351,0.000834454,0.001434778,6.45e-05,0.000138586,6.33e-05,-2.96949111260198,0.104624390880979,0.980367057436437,"Not Significant"
5287,5.11e-05,2.9e-05,2.77e-05,3.41e-08,1.25e-08,1.67e-08,1.89e-07,3.32e-07,2.12e-06,0.000251255,2.22e-05,0.000233974,7.85e-05,7.12e-05,0.000109599,-3.37957485744552,0.0285443626841922,1.54447964913053,"Significant in NS"
9682,4.32e-05,4.03e-05,2.68e-05,1.68e-05,1.29e-05,1.14e-05,8.33e-06,1.37e-05,2.54e-06,4.63e-05,4.04e-05,0.000106926,8.16e-05,0.000238941,0.000121424,-2.43773170294489,0.0327668436795863,1.48456539073717,"Significant in NS"
17086,0.000191134,0.000231072,0.000260036,3.41e-08,1.25e-08,9.39e-07,2.75e-06,3.32e-07,1.81e-05,7.46e-05,7.33e-06,8.41e-05,0.000106466,5.98e-05,9.27e-05,0.144002807376446,0.857536737150161,0.0667472655710952,"Not Significant"
7318,1.02e-05,2.29e-06,2.49e-06,3.41e-08,1.68e-06,1.67e-08,2.6e-05,3.11e-05,3.05e-05,4.45e-05,2.28e-05,7.26e-05,6.69e-05,4.9e-05,6.4e-05,-2.20124390200957,0.00119250322426769,2.92354043804905,"Significant in NS"
24253,7.04e-05,0.00010246,7.38e-05,1.27e-05,3.38e-05,5.59e-05,1.64e-06,1.4e-05,3.64e-05,5.84e-06,4.81e-06,4.2e-06,1.19e-05,2.68e-06,2.65e-06,3.05925341852579,0.00787000245773219,2.10402513201459,"Significant in SMRW"
5009,4.54e-06,7.94e-06,1.2e-06,3.41e-08,1.25e-08,1.67e-08,9.92e-07,1.24e-06,9.04e-07,1.75e-06,9.75e-07,2.26e-06,5.35e-05,5.21e-05,0.000110034,-4.29319256328926,0.10836428344779,0.965113836409526,"Not Significant"
5691,2.02e-05,2.79e-05,3.8e-05,3.41e-08,5.56e-07,8.39e-07,2.4e-06,3.09e-06,4.12e-06,1.06e-05,1.14e-05,1.1e-05,7.77e-05,6.06e-05,0.000256574,-2.72402449131079,0.181465572890346,0.741205755872708,"Not Significant"
13374,2.25e-05,1.36e-05,1.16e-05,1.34e-06,1.25e-08,1.1e-06,8.23e-06,1.95e-06,6.4e-06,4.76e-05,1.11e-05,3.5e-05,0.000422206,0.000263341,0.000233537,-4.50875565624861,0.0610396714547865,1.21438781263111,"Not Significant"
8821,5.88e-05,7.33e-05,5.18e-05,3.69e-05,4.54e-05,5.06e-05,5.42e-06,9.77e-06,1.9e-05,6.5e-05,1.75e-05,5.85e-05,0.000143329,0.000121837,0.000310464,-1.61476101298789,0.117859292510134,0.928636170231088,"Not Significant"
10262,3.85e-05,7.02e-06,1.15e-05,3.41e-08,1.25e-08,1.67e-08,7.1e-06,1.17e-05,4.48e-06,5.45e-05,1.29e-05,0.000121303,2.81e-05,1.64e-05,6.68e-05,-2.48533071578328,0.0570887895440639,1.24344916525933,"Not Significant"
8364,7.58e-06,9.84e-06,6.06e-06,3.41e-08,1.25e-08,1.95e-06,6.26e-06,1.21e-05,5.9e-06,1.25e-05,8.4e-06,1.56e-05,7.03e-05,5.63e-05,0.000167778,-3.31888207787774,0.102123825326723,0.990872925877461,"Not Significant"
17909,6.64e-05,6.42e-05,5.18e-05,3.41e-08,1.25e-08,1.67e-08,1.3e-05,3.32e-07,1.52e-05,3.07e-05,5.51e-06,4.68e-05,0.000525545,0.000447206,0.000402012,-3.37344581794335,0.0747266257101694,1.12652462792099,"Not Significant"
14486,0.000201741,0.000135066,8.15e-05,0.000206759,0.000582733,0.000562862,0.00119986,0.000377301,0.000728298,0.001045971,0.000352706,0.001165872,0.001274742,0.001197327,0.001395043,-1.24295734294239,0.00872069192928648,2.05944905530261,"Significant in NS"
13295,5.35e-05,4.95e-05,3.09e-05,7.99e-05,0.000309958,0.000275723,0.000548117,0.000140808,0.000448677,0.000460664,0.00015063,0.000591463,0.000797786,0.000542173,0.000782154,-1.3643746623463,0.0168998401306306,1.77211740371256,"Significant in NS"
175,1.77e-05,5.37e-05,1.07e-05,4.84e-05,8.33e-05,3.9e-05,2.62e-05,2.19e-05,1.14e-06,4.22e-06,1.1e-05,3.16e-05,1.12e-06,1.39e-06,1.59e-06,1.98347279725962,0.0244418829807059,1.61186533948393,"Significant in SMRW"
1187,1.5e-08,7.36e-05,1.61e-08,1.02e-05,2e-05,1.67e-08,0.000265512,0.000544328,1.33e-08,5.04e-08,6.49e-05,5.18e-08,2.71e-08,2.82e-08,3.1e-08,3.22628521936889,0.187753614429876,0.72641169367484,"Not Significant"
